PR,URL,HTTP status code,Content type,Is indexable page,Title,Title length,Meta description,Meta description length,H1,H1 length,Meta robots,Robots information in HTTP headers,Canonical URL,Canonical URL code,Size (bytes),No. of content words,Depth,No. of href inlinks,No. of inlinks dofollow,No. of internal outlinks,No. of external outlinks,Loading time (ms),Redirect URL,Redirect URL code,Final redirect URL,Final redirect URL code,Organic traffic,No. of backlinks,No. of dofollow backlinks,No. of nofollow backlinks,No. of referring domains,No. of referring pages
0,https://www.newyorkspecialed.net/districts/nyc-district-23-brownsville/index.html,200,text/html; charset=utf-8,false,District 23 Special Education Hub | newyorkspecialed.net,56,"Complete guide to Special Education in District 23. Contacts, CSE meetings, evaluation timelines, and parent rights.",116,District 23 Special Ed Hub,26,,,https://www.newyorkspecialed.net/districts/nyc-district-23-brownsville/,200,7608,1862,1,9,9,40,0,50,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/nyc-district-26-bayside/index.html,200,text/html; charset=utf-8,false,District 26 Special Education Hub | newyorkspecialed.net,56,"Complete guide to Special Education in District 26. Contacts, CSE meetings, evaluation timelines, and parent rights.",116,District 26 Special Ed Hub,26,,,https://www.newyorkspecialed.net/districts/nyc-district-26-bayside/,200,8183,2028,1,10,10,40,0,59,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/nyc-district-07-south-bronx/index.html,200,text/html; charset=utf-8,false,District 7 Special Education Hub | newyorkspecialed.net,55,"Complete guide to Special Education in District 7. Contacts, CSE meetings, evaluation timelines, and parent rights.",115,District 7 Special Ed Hub,25,,,https://www.newyorkspecialed.net/districts/nyc-district-07-south-bronx/,200,7657,1939,1,9,9,40,0,40,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/nyc-district-28-forest-hills/index.html,200,text/html; charset=utf-8,false,District 28 Special Education Hub | newyorkspecialed.net,56,"Complete guide to Special Education in District 28. Contacts, CSE meetings, evaluation timelines, and parent rights.",116,District 28 Special Ed Hub,26,,,https://www.newyorkspecialed.net/districts/nyc-district-28-forest-hills/,200,7368,1773,1,9,9,40,0,47,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/mount-vernon-city-sd/index.html,200,text/html; charset=utf-8,false,Mount Vernon City SD Special Education Hub | newyorkspecialed.net,65,"Complete guide to Special Education in Mount Vernon City SD. Contacts, CSE meetings, evaluation timelines, and parent rights.",125,Mount Vernon City SD Special Ed Hub,35,,,https://www.newyorkspecialed.net/districts/mount-vernon-city-sd/,200,7331,1777,1,9,9,40,0,64,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/nyc-district-04-east-harlem/index.html,200,text/html; charset=utf-8,false,District 4 Special Education Hub | newyorkspecialed.net,55,"Complete guide to Special Education in District 4. Contacts, CSE meetings, evaluation timelines, and parent rights.",115,District 4 Special Ed Hub,25,,,https://www.newyorkspecialed.net/districts/nyc-district-04-east-harlem/,200,8135,2040,1,10,10,40,0,65,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/schenectady-city-sd/index.html,200,text/html; charset=utf-8,false,Schenectady City SD Special Education Hub | newyorkspecialed.net,64,"Complete guide to Special Education in Schenectady City SD. Contacts, CSE meetings, evaluation timelines, and parent rights.",124,Schenectady City SD Special Ed Hub,34,,,https://www.newyorkspecialed.net/districts/schenectady-city-sd/,200,7630,1884,1,9,9,40,0,69,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/brentwood-ufsd/index.html,200,text/html; charset=utf-8,false,Brentwood UFSD Special Education Hub | newyorkspecialed.net,59,"Complete guide to Special Education in Brentwood UFSD. Contacts, CSE meetings, evaluation timelines, and parent rights.",119,Brentwood UFSD Special Ed Hub,29,,,https://www.newyorkspecialed.net/districts/brentwood-ufsd/,200,7326,1727,1,9,9,40,0,55,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/rochester-city-sd/index.html,200,text/html; charset=utf-8,false,Rochester City SD Special Education Hub | newyorkspecialed.net,62,"Complete guide to Special Education in Rochester City SD. Contacts, CSE meetings, evaluation timelines, and parent rights.",122,Rochester City SD Special Ed Hub,32,,,https://www.newyorkspecialed.net/districts/rochester-city-sd/,200,8016,1973,1,10,10,40,0,36,,,,,0,0,0,0,0,0
0,http://www.newyorkspecialed.net/,308,text/plain,false,,,,,,,,,,,14,0,0,0,0,0,0,3,https://www.newyorkspecialed.net/,200,https://www.newyorkspecialed.net/,200,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/freeport-ufsd/index.html,200,text/html; charset=utf-8,false,Freeport UFSD Special Education Hub | newyorkspecialed.net,58,"Complete guide to Special Education in Freeport UFSD. Contacts, CSE meetings, evaluation timelines, and parent rights.",118,Freeport UFSD Special Ed Hub,28,,,https://www.newyorkspecialed.net/districts/freeport-ufsd/,200,7286,1726,1,9,9,40,0,38,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/nyc-district-12-soundview/index.html,200,text/html; charset=utf-8,false,District 12 Special Education Hub | newyorkspecialed.net,56,"Complete guide to Special Education in District 12. Contacts, CSE meetings, evaluation timelines, and parent rights.",116,District 12 Special Ed Hub,26,,,https://www.newyorkspecialed.net/districts/nyc-district-12-soundview/,200,7868,1918,1,9,9,40,0,50,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/nyc-district-19-east-new-york/index.html,200,text/html; charset=utf-8,false,District 19 Special Education Hub | newyorkspecialed.net,56,"Complete guide to Special Education in District 19. Contacts, CSE meetings, evaluation timelines, and parent rights.",116,District 19 Special Ed Hub,26,,,https://www.newyorkspecialed.net/districts/nyc-district-19-east-new-york/,200,7452,1784,1,9,9,40,0,70,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/albany-city-sd/index.html,200,text/html; charset=utf-8,false,Albany City SD Special Education Hub | newyorkspecialed.net,59,"Complete guide to Special Education in Albany City SD. Contacts, CSE meetings, evaluation timelines, and parent rights.",119,Albany City SD Special Ed Hub,29,,,https://www.newyorkspecialed.net/districts/albany-city-sd/,200,8722,2307,1,10,10,40,0,53,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/niagara-falls-city-sd/index.html,200,text/html; charset=utf-8,false,Niagara Falls City SD Special Education Hub | newyorkspecialed.net,66,"Complete guide to Special Education in Niagara Falls City SD. Contacts, CSE meetings, evaluation timelines, and parent rights.",126,Niagara Falls City SD Special Ed Hub,36,,,https://www.newyorkspecialed.net/districts/niagara-falls-city-sd/,200,7915,2050,1,9,9,40,0,116,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/new-rochelle-city-sd/index.html,200,text/html; charset=utf-8,false,New Rochelle City SD Special Education Hub | newyorkspecialed.net,65,"Complete guide to Special Education in New Rochelle City SD. Contacts, CSE meetings, evaluation timelines, and parent rights.",125,New Rochelle City SD Special Ed Hub,35,,,https://www.newyorkspecialed.net/districts/new-rochelle-city-sd/,200,7483,1843,1,9,9,40,0,71,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/hempstead-ufsd/index.html,200,text/html; charset=utf-8,false,Hempstead UFSD Special Education Hub | newyorkspecialed.net,59,"Complete guide to Special Education in Hempstead UFSD. Contacts, CSE meetings, evaluation timelines, and parent rights.",119,Hempstead UFSD Special Ed Hub,29,,,https://www.newyorkspecialed.net/districts/hempstead-ufsd/,200,7785,1940,1,9,9,40,0,53,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/white-plains-city-sd/index.html,200,text/html; charset=utf-8,false,White Plains City SD Special Education Hub | newyorkspecialed.net,65,"Complete guide to Special Education in White Plains City SD. Contacts, CSE meetings, evaluation timelines, and parent rights.",125,White Plains City SD Special Ed Hub,35,,,https://www.newyorkspecialed.net/districts/white-plains-city-sd/,200,7986,2056,1,9,9,40,0,41,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/utica-city-sd/index.html,200,text/html; charset=utf-8,false,Utica City SD Special Education Hub | newyorkspecialed.net,58,"Complete guide to Special Education in Utica City SD. Contacts, CSE meetings, evaluation timelines, and parent rights.",118,Utica City SD Special Ed Hub,28,,,https://www.newyorkspecialed.net/districts/utica-city-sd/,200,7842,1917,1,9,9,40,0,57,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/william-floyd-ufsd/index.html,200,text/html; charset=utf-8,false,William Floyd UFSD Special Education Hub | newyorkspecialed.net,63,"Complete guide to Special Education in William Floyd UFSD. Contacts, CSE meetings, evaluation timelines, and parent rights.",123,William Floyd UFSD Special Ed Hub,33,,,https://www.newyorkspecialed.net/districts/william-floyd-ufsd/,200,8076,2089,1,9,9,40,0,97,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/nyc-district-09-grand-concourse/index.html,200,text/html; charset=utf-8,false,District 9 Special Education Hub | newyorkspecialed.net,55,"Complete guide to Special Education in District 9. Contacts, CSE meetings, evaluation timelines, and parent rights.",115,District 9 Special Ed Hub,25,,,https://www.newyorkspecialed.net/districts/nyc-district-09-grand-concourse/,200,7954,2050,1,9,9,40,0,36,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/nyc-district-17-crown-heights/index.html,200,text/html; charset=utf-8,false,District 17 Special Education Hub | newyorkspecialed.net,56,"Complete guide to Special Education in District 17. Contacts, CSE meetings, evaluation timelines, and parent rights.",116,District 17 Special Ed Hub,26,,,https://www.newyorkspecialed.net/districts/nyc-district-17-crown-heights/,200,7736,1929,1,9,9,40,0,47,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/nyc-district-29-queens-village/index.html,200,text/html; charset=utf-8,false,District 29 Special Education Hub | newyorkspecialed.net,56,"Complete guide to Special Education in District 29. Contacts, CSE meetings, evaluation timelines, and parent rights.",116,District 29 Special Ed Hub,26,,,https://www.newyorkspecialed.net/districts/nyc-district-29-queens-village/,200,7845,1971,1,9,9,40,0,93,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/nyc-district-32-bushwick/index.html,200,text/html; charset=utf-8,false,District 32 Special Education Hub | newyorkspecialed.net,56,"Complete guide to Special Education in District 32. Contacts, CSE meetings, evaluation timelines, and parent rights.",116,District 32 Special Ed Hub,26,,,https://www.newyorkspecialed.net/districts/nyc-district-32-bushwick/,200,7957,2011,1,9,9,40,0,78,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/syracuse-city-sd/index.html,200,text/html; charset=utf-8,false,Syracuse City SD Special Education Hub | newyorkspecialed.net,61,"Complete guide to Special Education in Syracuse City SD. Contacts, CSE meetings, evaluation timelines, and parent rights.",121,Syracuse City SD Special Ed Hub,31,,,https://www.newyorkspecialed.net/districts/syracuse-city-sd/,200,7964,1980,1,10,10,40,0,54,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/central-islip-ufsd/index.html,200,text/html; charset=utf-8,false,Central Islip UFSD Special Education Hub | newyorkspecialed.net,63,"Complete guide to Special Education in Central Islip UFSD. Contacts, CSE meetings, evaluation timelines, and parent rights.",123,Central Islip UFSD Special Ed Hub,33,,,https://www.newyorkspecialed.net/districts/central-islip-ufsd/,200,7435,1761,1,9,9,40,0,89,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/east-ramapo-csd/index.html,200,text/html; charset=utf-8,false,Special Education Resources — East Ramapo CSD | NY Special Ed,61,"Navigating the special education process in East Ramapo CSD can be challenging. Understand your rights, the CSE process, and access resources for your child.",157,Special Education Resources in East Ramapo CSD,46,,,https://www.newyorkspecialed.net/districts/east-ramapo-csd/,200,2105,315,1,9,9,7,0,68,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/nyc-district-02-upper-east-side/index.html,200,text/html; charset=utf-8,false,District 2 Special Education Hub | newyorkspecialed.net,55,"Complete guide to Special Education in District 2. Contacts, CSE meetings, evaluation timelines, and parent rights.",115,District 2 Special Ed Hub,25,,,https://www.newyorkspecialed.net/districts/nyc-district-02-upper-east-side/,200,8155,2057,1,10,10,40,0,51,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/nyc-district-31-staten-island/index.html,200,text/html; charset=utf-8,false,District 31 Special Education Hub | newyorkspecialed.net,56,"Complete guide to Special Education in District 31. Contacts, CSE meetings, evaluation timelines, and parent rights.",116,District 31 Special Ed Hub,26,,,https://www.newyorkspecialed.net/districts/nyc-district-31-staten-island/,200,7804,1774,1,10,10,40,0,55,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/yonkers-city-sd/index.html,200,text/html; charset=utf-8,false,Yonkers City SD Special Education Hub | newyorkspecialed.net,60,"Complete guide to Special Education in Yonkers City SD. Contacts, CSE meetings, evaluation timelines, and parent rights.",120,Yonkers City SD Special Ed Hub,30,,,https://www.newyorkspecialed.net/districts/yonkers-city-sd/,200,7459,1697,1,10,10,40,0,42,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/nyc-district-06-washington-heights/index.html,200,text/html; charset=utf-8,false,District 6 Special Education Hub | newyorkspecialed.net,55,"Complete guide to Special Education in District 6. Contacts, CSE meetings, evaluation timelines, and parent rights.",115,District 6 Special Ed Hub,25,,,https://www.newyorkspecialed.net/districts/nyc-district-06-washington-heights/,200,7446,1682,1,10,10,40,0,49,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/sachem-csd/index.html,200,text/html; charset=utf-8,false,Special Education Resources — Sachem CSD | NY Special Ed,56,"Navigate Sachem CSD's special education system with confidence. Learn about the CSE process, IEPs, parent rights, and available resources in Suffolk County.",156,Special Education Resources in Sachem CSD,41,,,https://www.newyorkspecialed.net/districts/sachem-csd/,200,2118,300,1,9,9,7,0,42,,,,,0,0,0,0,0,0
0,http://newyorkspecialed.net/,308,text/plain,false,,,,,,,,,,,14,0,0,0,0,0,0,10,https://newyorkspecialed.net/,307,https://www.newyorkspecialed.net/,200,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/nyc-district-10-riverdale/index.html,200,text/html; charset=utf-8,false,District 10 Special Education Hub | newyorkspecialed.net,56,"Complete guide to Special Education in District 10. Contacts, CSE meetings, evaluation timelines, and parent rights.",116,District 10 Special Ed Hub,26,,,https://www.newyorkspecialed.net/districts/nyc-district-10-riverdale/,200,7135,1603,1,9,9,40,0,73,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/nyc-district-01-lower-east-side/index.html,200,text/html; charset=utf-8,false,District 1 Special Education Hub | newyorkspecialed.net,55,"Complete guide to Special Education in District 1. Contacts, CSE meetings, evaluation timelines, and parent rights.",115,District 1 Special Ed Hub,25,,,https://www.newyorkspecialed.net/districts/nyc-district-01-lower-east-side/,200,7744,1790,1,10,10,40,0,109,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/poughkeepsie-city-sd/index.html,200,text/html; charset=utf-8,false,Poughkeepsie City SD Special Education Hub | newyorkspecialed.net,65,"Complete guide to Special Education in Poughkeepsie City SD. Contacts, CSE meetings, evaluation timelines, and parent rights.",125,Poughkeepsie City SD Special Ed Hub,35,,,https://www.newyorkspecialed.net/districts/poughkeepsie-city-sd/,200,7498,1835,1,9,9,40,0,76,,,,,0,0,0,0,0,0
0,https://www.newyorkspecialed.net/districts/nyc-district-18-east-flatbush/index.html,200,text/html; charset=utf-8,false,District 18 Special Education Hub | newyorkspecialed.net,56,"Complete guide to Special Education in District 18. Contacts, CSE meetings, evaluation timelines, and parent rights.",116,District 18 Special Ed Hub,26,,,https://www.newyorkspecialed.net/districts/nyc-district-18-east-flatbush/,200,7700,1906,1,9,9,40,0,80,,,,,0,0,0,0,0,0
